0.000000000000000000e+00,7.373292971456943956e-01,-2.562481147145621030e-01,-1.417832940039508993e-01,-2.585074325959612618e-01,-1.186724106247375593e-01,-1.182005828545687059e-01,4.735668334163901927e-02,1.825818595515338039e-01,-5.221207525261396115e-02,1.134681981200953427e-01,1.777862926899684629e-02,-1.074945564773035003e-02,3.735010607648462377e-01,-7.397073600442637120e-02,-6.789884326514042390e-02,2.661969407138057298e-01,-2.693548976872567335e-01,-1.085369931646991137e-01,-3.694921046958395405e-01,-3.494756943189974985e-01,-1.651959798767513588e-01,3.299100797542603991e-01,1.571769833819352813e-01,6.447414379206641011e-02,3.785498306454038731e-01,3.841425082829469928e-01,6.141898918772289995e-02,1.941480521085733046e-01,4.176075838752573571e-02,2.285709756675630977e-01,1.585992728910098071e-01,2.354188401280522119e-02,-1.805079754253406943e-01,3.053465237719958925e-01,2.754444380927703051e-01,1.684405123855335362e-01,3.261134380795110976e-01,6.004749496360856087e-02
7.373292971456943956e-01,0.000000000000000000e+00,-2.126011358630470749e-01,-1.341527817615485174e-01,-2.282555563538454235e-01,-1.310207018003293755e-01,-1.544803558730578341e-01,8.066313298952769092e-03,1.159742199892715570e-01,-6.326995224254718109e-02,6.956922116427251279e-02,7.681842504430192418e-03,-1.141661577416247172e-02,3.136591055122245342e-01,-8.947780412509591386e-02,-9.765221703282907229e-02,2.658241063504275248e-01,-2.022371635746813556e-01,-1.081945339841731968e-01,-3.498359113276037768e-01,-3.167383156190681781e-01,-1.789243438602368397e-01,2.700868622343803316e-01,1.476067027421154310e-01,2.883169981719411676e-02,3.723638093572932961e-01,3.966363481243067590e-01,3.550817464102959398e-02,1.561159884202532599e-01,-4.722856756524533876e-04,1.948182126689462224e-01,9.774605149430393158e-02,4.298997940597767270e-02,-1.407014681573212633e-01,2.430005090869340745e-01,2.964106160553000580e-01,1.076648346973207715e-01,2.973113928244029425e-01,-2.582244110286008656e-02
-2.562481147145621030e-01,-2.126011358630470749e-01,0.000000000000000000e+00,1.124118925898897475e-01,2.107199748809164275e-01,-6.008079385210763484e-02,-4.100164222390686314e-02,1.868973746772778846e-02,-2.198694639010834173e-01,-3.029690719456661352e-01,-4.957450516339362290e-02,-1.901593589919250704e-01,-4.086927382762148980e-02,-3.561238525314598946e-01,-1.473978194150805665e-01,-1.497648871638263546e-01,-8.885705065314244977e-02,3.169732899997415587e-01,3.412004605435219745e-02,4.960962013866025422e-01,6.213247187702491958e-01,3.075871372737933318e-01,-2.317884868186981806e-01,-1.892959977675187921e-01,-2.669404522966653537e-01,-2.882727792650222609e-01,-2.101635995476705265e-01,-1.955703642275158083e-01,-2.391465155689674049e-01,-3.220711979596203034e-01,-2.873712734092160881e-01,-2.357880045016703952e-01,-2.194603958222232989e-02,3.353610017861455295e-01,-3.414550189530096702e-01,-1.971018925474538053e-01,-2.642449240074875583e-01,-3.105742565701746782e-01,-1.890723946184816595e-01
-1.417832940039508716e-01,-1.341527817615485174e-01,1.124118925898897475e-01,0.000000000000000000e+00,5.410123620392548460e-01,5.622356083530882787e-01,4.889560837991040465e-01,-1.414600305914159029e-01,1.216792468505134145e-01,-3.132301521070992578e-01,-1.513324823811652009e-01,2.191296848329020441e-02,1.170797892178573746e-01,-1.916491612437483671e-01,-5.870749307247846716e-02,1.790593334289383165e-01,-1.519840038413735328e-01,9.069318799798413433e-02,-1.849213247047011479e-03,2.184133910131031142e-01,1.317956091087713610e-01,2.035728394231920979e-01,4.232884918257152213e-02,-3.790862271260822536e-01,-2.923029658315593471e-01,-4.555274617332484288e-01,-3.351049014211802679e-01,1.975560238226622967e-01,-1.625064617677010603e-01,-2.558617854851197651e-02,-2.741655116835244876e-01,-3.000338530961131900e-01,-1.915431189431635872e-01,7.321136809394042377e-02,-5.273936515850915496e-01,-3.815048433784924975e-01,-5.035611672323554444e-01,-3.007086326284379996e-01,-2.224194453212749722e-01
-2.585074325959612063e-01,-2.282555563538454235e-01,2.107199748809164275e-01,5.410123620392548460e-01,0.000000000000000000e+00,3.902206756192611592e-01,5.736469774319983284e-01,-2.234862523327350858e-01,2.756742515884745212e-02,-7.836445595850961843e-02,-1.990470461333947449e-01,1.336258305227179255e-01,2.327799557106057515e-01,-2.641493066669810541e-01,1.763838320774639701e-01,2.858505705550160036e-01,-3.040719422559073348e-01,2.161123895505097370e-01,2.248334186421301617e-01,8.574734928324673211e-02,6.569092288371000676e-02,2.742353877983450330e-02,-1.629768153774656114e-01,-3.456606881020809485e-01,-3.003013878123901303e-01,-4.335884447071907122e-01,-3.814362694429685452e-01,8.304595783340071313e-02,-2.245699333529129760e-01,-7.501253537303796681e-02,-2.884469443016325907e-01,-3.572636009596786288e-01,-3.246974272403599926e-01,2.812896536566760197e-01,-5.768544584752842708e-01,-4.426685667741384611e-01,-5.762813935819259825e-01,-2.900385720842707515e-01,-2.682009230965567981e-01
-1.186724106247375593e-01,-1.310207018003293755e-01,-6.008079385210763484e-02,5.622356083530883897e-01,3.902206756192611592e-01,0.000000000000000000e+00,4.521570391970239355e-01,-3.190221312939665183e-02,1.077830805661590396e-01,-1.917412886880849043e-01,-1.582919683638108477e-01,-4.236598384591377248e-02,1.518081536692398592e-01,-1.314847322641534977e-01,-9.742368010806813639e-02,1.073532273099624679e-01,-2.101079203095283232e-01,-1.055063731298313129e-01,-1.317782799159550877e-01,1.290595294662290615e-01,3.352897926880195334e-02,1.375028454075366835e-01,-1.054732064411395553e-02,-1.923988148725587766e-01,-1.668309860790909427e-01,-3.112652421809852799e-01,-2.503516998536541860e-01,2.512686024060980516e-01,-4.519191646251905642e-02,2.646800468354292835e-01,4.306570030458010956e-02,-1.663838081635558019e-01,-3.722873129451765850e-01,-1.085566009702425699e-01,-3.522936003994006637e-01,-3.614937807564204131e-01,-2.956993474252382903e-01,-1.482815532395679037e-01,-1.370112875710559064e-01
-1.182005828545687059e-01,-1.544803558730578341e-01,-4.100164222390686314e-02,4.889560837991040465e-01,5.736469774319983284e-01,4.521570391970239355e-01,0.000000000000000000e+00,-1.464248387777529747e-01,-8.327392220712279136e-02,-5.997849965425065821e-03,-8.364669169511589064e-02,1.560757234491500986e-02,1.728411867227221677e-01,-1.823220753435895458e-01,1.882732384103438447e-02,2.694330442391506542e-01,-2.210398093837478428e-01,1.583441674880977160e-02,2.525277593985543190e-01,5.964962208732455667e-02,-3.984463532392150398e-02,4.076623907478638814e-02,-1.158440479744592411e-01,-2.410081709635590597e-01,-1.154449279419617058e-01,-2.932591050624165363e-01,-3.159805395419222895e-01,1.210016359430763910e-01,-2.109117734837269165e-01,-2.546255460295871950e-02,-1.658859639859692203e-01,-2.047679059571737570e-01,-3.458831133253345014e-01,1.921821385388729486e-01,-3.975033143400105162e-01,-3.863531192569322203e-01,-3.951549105668461515e-01,-2.514438114572451477e-01,-2.287468196156219324e-01
4.735668334163901927e-02,8.066313298952770827e-03,1.868973746772778846e-02,-1.414600305914159029e-01,-2.234862523327350581e-01,-3.190221312939665183e-02,-1.464248387777529747e-01,0.000000000000000000e+00,1.410823629881251262e-01,-5.307305720245216601e-02,2.825380613528614623e-02,-1.006176665905357398e-01,-1.308608728507059116e-01,1.155892701625150544e-02,-1.877953157707476783e-01,-1.422522749647979479e-01,3.367024345302085941e-02,-9.904699424141712519e-03,-1.221568526739151422e-01,1.209953607044344792e-01,2.225181212028530808e-01,3.160165028512094687e-01,-1.581175285139476035e-04,1.110298375347279071e-01,6.171561313705032498e-02,-2.421777115215511395e-02,6.620438398551137249e-02,-7.152493590134166579e-02,5.756116128515915281e-02,1.947694173719178093e-02,1.033102996933756429e-01,1.343465088052571421e-01,2.309660196731009099e-02,-4.465061059158149243e-02,9.590023360606757252e-02,4.272958971913955184e-02,1.251744368613492975e-01,8.082996149203638958e-02,6.340507407871744106e-02
1.825818595515338039e-01,1.159742199892715570e-01,-2.198694639010833896e-01,1.216792468505134145e-01,2.756742515884745212e-02,1.077830805661590535e-01,-8.327392220712279136e-02,1.410823629881251262e-01,0.000000000000000000e+00,-1.031048003714893080e-01,-2.091204672138089748e-01,1.343805412764307594e-01,9.128751611256176457e-02,4.644565453525984627e-02,1.887421579624407597e-01,5.378097820654791777e-02,-1.037391063082362258e-01,-1.492831801514739043e-01,-1.935635422521517768e-01,-1.810335105430319613e-01,-2.195130997707928910e-01,-6.028678039671220984e-02,8.411538852634189989e-02,-4.130487672679988842e-02,-6.073348834024318299e-02,8.415523176647803083e-02,1.234207962827423982e-01,1.813641642149128042e-01,1.507872061585366907e-01,5.622302445184427372e-02,2.108332358600052345e-02,-8.277730018057592731e-02,-3.211246967032495292e-02,-1.570700507860919581e-01,-6.704574753767264528e-02,-4.107431995605879960e-02,-1.234261334476835781e-01,1.486939821208068946e-01,1.148108642109800515e-01
-5.221207525261396115e-02,-6.326995224254719496e-02,-3.029690719456661352e-01,-3.132301521070992023e-01,-7.836445595850963231e-02,-1.917412886880849043e-01,-5.997849965425065821e-03,-5.307305720245217295e-02,-1.031048003714893080e-01,0.000000000000000000e+00,3.102397132367732402e-01,3.029172032842129547e-01,1.476905692351939414e-01,-1.166607897697368064e-02,2.386094944915640725e-01,1.756181370019496146e-01,1.313918564455109350e-01,-5.710386172618222428e-02,2.484944942605084861e-01,-2.315050979562539579e-01,-3.007599854323410038e-01,-2.655650753507041162e-01,-2.399551806261821310e-02,1.853902565253601753e-01,3.814966000334331642e-01,1.144919697855594082e-01,-8.037891523650052272e-02,-9.251343367477074531e-02,2.354234799240403631e-01,1.888046900748686918e-01,2.381196046582767234e-01,3.706034905724766015e-01,6.019197266921748335e-02,-1.767292114165933403e-01,2.901732344163312494e-01,4.182535382169093319e-02,2.721355433356691389e-01,9.984876527769463717e-02,-4.670294127235069537e-02
